Order_ID,Order_DateTime,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Quantity,Sales,Total_Amount,Discount,Profit,Net_Profit,Shipping_Cost,Order_Priority,Payment_method
4851,2018-06-30 14:16:10,16603,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.1,57.2,51.5,5.7,Medium,Credit_Card
4852,2018-03-15 11:15:25,47805,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.1,128.9,116.0,12.9,High,Credit_Card
4853,2018-04-10 16:16:24,54401,Female,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,19.5,17.6,1.9,High,Credit_Card
4854,2018-12-22 12:00:17,52085,Male,Web,Member,Auto & Accessories,Car & Bike Care,4.0,118.0,472.0,0.3,14.4,13.0,1.4,Medium,Credit_Card
4855,2018-05-20 16:01:20,30461,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.1,167.5,150.7,16.8,Medium,Credit_Card
4856,2018-03-02 17:12:18,34268,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,72.0,64.8,7.2,Critical,Money_Order
4857,2018-08-20 10:27:28,16246,Male,Web,Guest,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.1,54.0,48.6,5.4,Medium,Credit_Card
4858,2018-12-07 09:44:27,40946,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.1,32.9,29.599999999999998,3.3,High,Credit_Card
4859,2018-05-30 11:57:15,16385,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,5.0,231.0,1155.0,0.2,127.9,115.10000000000001,12.8,High,Credit_Card
4860,2018-07-14 17:24:41,55816,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,55.8,50.199999999999996,5.6,Critical,Credit_Card
4861,2018-08-16 16:39:19,40714,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,99.4,89.5,9.9,Critical,Money_Order
4862,2018-04-28 01:16:27,21037,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,33.5,30.2,3.3,Critical,Credit_Card
4863,2018-05-26 23:17:06,56658,Male,Web,Member,Auto & Accessories,Car & Bike Care,4.0,118.0,472.0,0.3,19.1,17.200000000000003,1.9,High,Credit_Card
4864,2018-08-16 20:01:32,38158,Female,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,150.0,135.0,15.0,Critical,Credit_Card
4865,2018-04-29 16:14:04,41216,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,72.0,64.8,7.2,Medium,Credit_Card
4866,2018-04-27 21:37:11,40564,Male,Web,Member,Auto & Accessories,Car Mat,5.0,54.0,270.0,0.3,10.8,9.700000000000001,1.1,Critical,Money_Order
4867,2018-12-11 11:38:14,30501,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.2,31.7,28.5,3.2,Medium,Credit_Card
4868,2018-04-07 21:31:13,58755,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,127.9,115.10000000000001,12.8,Critical,Money_Order
4869,2018-04-20 12:49:02,48412,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.1,58.6,52.7,5.9,High,Money_Order
4870,2018-08-12 11:14:40,32785,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,124.7,112.2,12.5,Medium,Credit_Card
4871,2018-03-13 22:46:56,33358,Male,Web,Member,Auto & Accessories,Car Body Covers,4.0,117.0,468.0,0.3,23.0,20.7,2.3,Critical,Credit_Card
4872,2018-06-13 13:26:35,55226,Male,Web,Member,Auto & Accessories,Car & Bike Care,4.0,118.0,472.0,0.3,14.4,13.0,1.4,High,Credit_Card
4873,2018-05-23 11:09:34,59217,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,132.5,119.2,13.3,Critical,Credit_Card
4874,2018-10-04 11:45:52,33984,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,36.0,32.4,3.6,Medium,Money_Order
4875,2018-11-11 13:30:14,44266,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,27.0,24.3,2.7,High,Credit_Card
4876,2018-04-26 19:13:20,40037,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.3,29.4,26.5,2.9,Medium,Credit_Card
4877,2018-04-02 13:18:17,22370,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,5.0,231.0,1155.0,0.3,116.4,104.80000000000001,11.6,Medium,Credit_Card
4878,2018-05-26 18:41:31,43729,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.1,58.6,52.7,5.9,Medium,Credit_Card
4879,2018-11-16 17:31:15,45101,Male,Web,Member,Auto & Accessories,Car Speakers,5.0,211.0,1055.0,0.3,78.3,70.5,7.8,Critical,Money_Order
4880,2018-07-16 20:05:12,13516,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.1,34.7,31.200000000000003,3.5,High,Credit_Card
4881,2018-09-20 14:34:44,53860,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,23.8,21.400000000000002,2.4,Medium,Money_Order
4882,2018-01-28 12:09:57,49047,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,157.5,141.7,15.8,High,Credit_Card
4883,2018-07-11 18:36:13,33757,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,72.0,64.8,7.2,Medium,Credit_Card
4884,2018-07-22 19:05:18,36019,Male,Web,Member,Auto & Accessories,Car Mat,5.0,54.0,270.0,0.2,10.8,9.700000000000001,1.1,High,E_Wallet
4885,2018-11-13 21:47:23,59658,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.2,27.2,24.5,2.7,Medium,Credit_Card
4886,2018-04-29 18:09:37,10582,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.1,146.4,131.8,14.6,High,Credit_Card
4887,2018-03-01 18:14:34,40409,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.1,55.8,50.199999999999996,5.6,High,Credit_Card
4888,2018-09-22 17:13:22,14972,Male,Web,Member,Auto & Accessories,Car Speakers,5.0,211.0,1055.0,0.3,88.8,79.89999999999999,8.9,Medium,Credit_Card
4889,2018-06-27 16:31:54,47040,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.1,33.5,30.2,3.3,High,Credit_Card
4890,2018-11-02 12:06:56,37315,Male,Web,Member,Auto & Accessories,Car & Bike Care,5.0,118.0,590.0,0.3,8.5,7.6,0.9,High,Credit_Card
4891,2018-05-02 09:27:02,49501,Female,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.2,165.0,148.5,16.5,Critical,Credit_Card
4892,2018-08-18 19:45:15,34590,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.2,36.0,32.4,3.6,High,Money_Order
4893,2018-05-25 22:27:50,23181,Female,Web,Member,Auto & Accessories,Car Mat,5.0,54.0,270.0,0.3,10.8,9.700000000000001,1.1,High,Credit_Card
4894,2018-12-21 13:40:15,17919,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.1,31.7,28.5,3.2,High,Credit_Card
4895,2018-11-02 23:14:00,46062,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,137.1,123.39999999999999,13.7,High,Credit_Card
4896,2018-04-25 14:06:40,42999,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,46.0,41.4,4.6,Critical,Credit_Card
4897,2018-04-19 15:53:23,32825,Female,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,120.5,108.5,12.0,High,Credit_Card
4898,2018-11-19 21:22:17,36775,Female,Web,Member,Auto & Accessories,Car Body Covers,5.0,117.0,585.0,0.2,25.3,22.8,2.5,Medium,Credit_Card
4899,2018-06-29 17:09:54,16828,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,34.5,31.1,3.4,Medium,Credit_Card
4900,2018-08-11 13:34:44,16636,Female,Web,Member,Auto & Accessories,Tyre,5.0,250.0,1250.0,0.1,157.5,141.7,15.8,High,Credit_Card
4901,2018-11-18 11:30:57,59687,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.2,24.0,21.6,2.4,Medium,Money_Order
4902,2018-10-11 08:33:35,59526,Male,Web,Member,Auto & Accessories,Car Mat,5.0,54.0,270.0,0.3,10.8,9.700000000000001,1.1,High,Debit_Card
4903,2018-08-28 14:23:31,47167,Male,Web,Member,Auto & Accessories,Car Seat Covers,5.0,114.0,570.0,0.1,28.3,25.5,2.8,Medium,Money_Order
4904,2018-10-29 21:22:46,36838,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,127.9,115.10000000000001,12.8,Medium,Credit_Card
4905,2018-01-26 10:59:29,47466,Female,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,51.6,46.4,5.2,Critical,Credit_Card
4906,2018-03-09 06:52:09,55396,Female,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.1,128.9,116.0,12.9,Medium,Credit_Card
4907,2018-06-23 13:57:55,58406,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.1,35.8,32.199999999999996,3.6,Medium,Credit_Card
4908,2018-07-16 23:14:44,44771,Male,Web,Member,Auto & Accessories,Car & Bike Care,4.0,118.0,472.0,0.3,23.8,21.400000000000002,2.4,High,Money_Order
4909,2018-08-03 14:26:28,29487,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,155.0,139.5,15.5,Medium,Credit_Card
4910,2018-02-18 17:40:22,58422,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,24.0,21.6,2.4,Critical,Credit_Card
4911,2018-09-18 21:20:40,14107,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,27.0,24.3,2.7,High,Credit_Card
4912,2018-05-03 23:21:13,55675,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.3,16.9,15.2,1.7,High,Credit_Card
4913,2018-05-18 16:10:12,19667,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,5.0,231.0,1155.0,0.3,104.8,94.3,10.5,High,Credit_Card
4914,2018-06-05 15:05:30,38347,Female,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.1,58.6,52.7,5.9,Critical,Credit_Card
4915,2018-09-12 09:47:35,45589,Male,Web,Member,Auto & Accessories,Car Speakers,4.0,211.0,844.0,0.1,122.6,110.3,12.3,Medium,Credit_Card
4916,2018-03-12 07:56:37,28283,Female,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.1,33.5,30.2,3.3,High,Credit_Card
4917,2018-05-16 13:38:49,57542,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,28.6,25.700000000000003,2.9,High,Credit_Card
4918,2018-09-01 09:50:44,58629,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,132.5,119.2,13.3,Critical,Money_Order
4919,2018-11-15 11:19:24,27312,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.1,72.0,64.8,7.2,High,Credit_Card
4920,2018-02-06 21:18:14,22087,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,27.0,24.3,2.7,High,Credit_Card
4921,2018-02-28 15:22:54,28150,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.2,31.7,28.5,3.2,High,Credit_Card
4922,2018-09-19 17:43:10,46110,Male,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,5.0,231.0,1155.0,0.1,139.5,125.6,13.9,High,Credit_Card
4923,2018-05-09 11:39:21,20359,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,39.0,35.1,3.9,High,Credit_Card
4924,2018-09-05 20:42:57,15464,Female,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.1,124.7,112.2,12.5,Critical,Credit_Card
4925,2018-10-14 13:40:50,13358,Male,Web,Member,Auto & Accessories,Car Body Covers,5.0,117.0,585.0,0.3,13.6,12.2,1.4,High,Credit_Card
4926,2018-10-26 09:43:53,47247,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,33.3,29.999999999999996,3.3,Critical,Credit_Card
4927,2018-09-09 13:47:43,56414,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,140.0,126.0,14.0,High,Credit_Card
4928,2018-12-05 17:56:53,39134,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,72.0,64.8,7.2,High,Credit_Card
4929,2018-10-21 14:29:10,36090,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,27.0,24.3,2.7,High,Credit_Card
4930,2018-11-28 23:13:30,46909,Male,Web,Member,Auto & Accessories,Car Seat Covers,4.0,114.0,456.0,0.3,11.2,10.1,1.1,High,Credit_Card
4931,2018-10-08 00:23:11,34191,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,123.3,111.0,12.3,High,Credit_Card
4932,2018-07-10 09:41:36,43608,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.2,57.2,51.5,5.7,High,E_Wallet
4933,2018-01-30 13:51:13,52119,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,109.9,98.9,11.0,Medium,Money_Order
4934,2018-09-23 10:59:47,26249,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,32.3,29.099999999999998,3.2,Critical,Money_Order
4935,2018-08-14 19:38:45,44959,Male,Web,Member,Auto & Accessories,Car & Bike Care,5.0,118.0,590.0,0.1,32.1,28.900000000000002,3.2,High,Credit_Card
4936,2018-07-04 23:13:49,41002,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,150.0,135.0,15.0,High,Credit_Card
4937,2018-06-08 15:11:51,51149,Male,Web,Member,Auto & Accessories,Bike Tyres,5.0,72.0,360.0,0.1,14.4,13.0,1.4,High,Credit_Card
4938,2018-10-20 11:46:06,53133,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.2,27.0,24.3,2.7,Medium,Credit_Card
4939,2018-04-24 01:44:28,46249,Female,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.1,31.7,28.5,3.2,High,Credit_Card
4940,2018-08-08 14:42:14,27348,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,5.0,231.0,1155.0,0.2,127.9,115.10000000000001,12.8,Critical,Credit_Card
4941,2018-05-16 22:13:57,18621,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.1,55.8,50.199999999999996,5.6,Critical,Credit_Card
4942,2018-10-14 10:59:13,35041,Male,Web,Member,Auto & Accessories,Car Speakers,5.0,211.0,1055.0,0.1,120.5,108.5,12.0,High,Credit_Card
4943,2018-07-03 23:03:25,21652,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,27.6,24.8,2.8,High,Credit_Card
4944,2018-12-25 10:49:55,52692,Female,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.2,30.9,27.799999999999997,3.1,Critical,Credit_Card
4945,2018-07-04 16:36:37,41772,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.2,160.0,144.0,16.0,High,Credit_Card
4946,2018-03-05 15:26:00,31988,Male,Web,Member,Auto & Accessories,Bike Tyres,4.0,72.0,288.0,0.3,18.0,16.2,1.8,High,Money_Order
4947,2018-04-23 21:16:35,55163,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.1,27.0,24.3,2.7,Medium,Debit_Card
4948,2018-10-24 15:02:52,10664,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.2,29.4,26.5,2.9,High,Credit_Card
4949,2018-10-24 10:01:06,51916,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.2,141.8,127.60000000000001,14.2,High,Credit_Card
4950,2018-08-13 19:16:22,19280,Female,Web,Member,Auto & Accessories,Car Media Players,4.0,140.0,560.0,0.3,37.6,33.800000000000004,3.8,High,Money_Order
4951,2018-12-04 20:22:48,21383,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,124.7,112.2,12.5,High,Credit_Card
4952,2018-12-13 23:13:57,52015,Male,Web,Member,Auto & Accessories,Car Body Covers,4.0,117.0,468.0,0.1,32.3,29.099999999999998,3.2,Medium,Credit_Card
4953,2018-08-06 14:02:03,49583,Female,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,26.2,23.599999999999998,2.6,High,Credit_Card
4954,2018-05-28 23:57:50,47640,Female,Web,Member,Auto & Accessories,Tyre,4.0,250.0,1000.0,0.3,120.0,108.0,12.0,Critical,Credit_Card
4955,2018-04-23 21:52:43,22506,Female,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,24.0,21.6,2.4,Critical,Credit_Card
4956,2018-10-10 00:43:02,31028,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.2,54.0,48.6,5.4,High,Credit_Card
4957,2018-09-19 11:32:09,35735,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.2,31.7,28.5,3.2,Medium,Credit_Card
4958,2018-03-14 10:13:08,11485,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,4.0,231.0,924.0,0.2,132.5,119.2,13.3,Medium,Money_Order
4959,2018-03-10 14:21:21,28591,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.1,57.2,51.5,5.7,Critical,Money_Order
4960,2018-02-19 23:12:15,20950,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,105.7,95.10000000000001,10.6,High,Debit_Card
4961,2018-08-03 21:44:34,32611,Male,Web,Member,Auto & Accessories,Car Body Covers,5.0,117.0,585.0,0.3,13.6,12.2,1.4,Critical,Credit_Card
4962,2018-11-07 14:18:27,33470,Male,Web,Member,Auto & Accessories,Car & Bike Care,4.0,118.0,472.0,0.3,19.1,17.200000000000003,1.9,Critical,Credit_Card
4963,2018-09-15 16:50:27,40059,Male,Web,Member,Auto & Accessories,Tyre,4.0,250.0,1000.0,0.1,160.0,144.0,16.0,High,Credit_Card
4964,2018-11-17 21:45:54,48831,Female,Web,Member,Auto & Accessories,Bike Tyres,4.0,72.0,288.0,0.3,18.0,16.2,1.8,High,Credit_Card
4965,2018-08-28 01:26:11,20846,Female,Web,Member,Auto & Accessories,Car Mat,4.0,54.0,216.0,0.3,13.5,12.1,1.4,Medium,Credit_Card
4966,2018-12-29 13:01:51,32448,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.2,31.7,28.5,3.2,High,Credit_Card
4967,2018-11-15 09:48:31,57155,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,141.8,127.60000000000001,14.2,Medium,Credit_Card
4968,2018-04-26 09:32:58,33395,Female,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,39.0,35.1,3.9,High,Credit_Card
4969,2018-03-21 11:27:57,52603,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,118.3,106.5,11.8,Critical,Credit_Card
4970,2018-08-14 13:48:55,11513,Female,Web,Member,Auto & Accessories,Car Body Covers,4.0,117.0,468.0,0.1,32.3,29.099999999999998,3.2,Critical,Credit_Card
4971,2018-08-19 21:30:49,58699,Female,Web,Member,Auto & Accessories,Car & Bike Care,5.0,118.0,590.0,0.3,8.5,7.6,0.9,High,Money_Order
4972,2018-08-08 06:48:03,16328,Male,Web,Member,Auto & Accessories,Tyre,5.0,250.0,1250.0,0.1,157.5,141.7,15.8,High,Credit_Card
4973,2018-06-09 14:25:50,43648,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,72.0,64.8,7.2,High,Credit_Card
4974,2018-07-28 13:10:53,47769,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,54.0,48.6,5.4,Medium,Credit_Card
4975,2018-07-22 20:05:18,33233,Male,Web,Member,Auto & Accessories,Car Seat Covers,5.0,114.0,570.0,0.1,28.3,25.5,2.8,Medium,Credit_Card
4976,2018-11-06 11:32:42,10530,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,4.0,231.0,924.0,0.3,114.0,102.6,11.4,Medium,Credit_Card
4977,2018-06-26 17:40:03,44202,Male,Web,Member,Auto & Accessories,Car Media Players,4.0,140.0,560.0,0.3,43.2,38.900000000000006,4.3,Critical,Credit_Card
4978,2018-07-12 20:36:15,46441,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,124.7,112.2,12.5,Critical,Credit_Card
4979,2018-04-25 08:10:50,54043,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.2,30.0,27.0,3.0,High,E_Wallet
4980,2018-06-16 16:56:12,55324,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.1,35.6,32.0,3.6,High,Money_Order
4981,2018-09-16 13:05:56,12729,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,160.0,144.0,16.0,Critical,Credit_Card
4982,2018-12-19 23:40:11,54067,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,72.0,64.8,7.2,High,Credit_Card
4983,2018-04-25 21:51:29,39226,Male,Web,Member,Auto & Accessories,Car Mat,5.0,54.0,270.0,0.3,10.8,9.700000000000001,1.1,Medium,E_Wallet
4984,2018-10-27 14:17:09,49325,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.3,27.2,24.5,2.7,High,Credit_Card
4985,2018-08-23 19:55:38,23615,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,4.0,231.0,924.0,0.2,132.5,119.2,13.3,High,E_Wallet
4986,2018-07-23 12:59:47,23982,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,43.2,38.900000000000006,4.3,Medium,Credit_Card
4987,2018-01-03 11:54:15,37869,Female,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.1,124.7,112.2,12.5,High,Credit_Card
4988,2018-07-25 22:41:51,23238,Female,Web,Member,Auto & Accessories,Car Body Covers,4.0,117.0,468.0,0.3,23.0,20.7,2.3,High,Credit_Card
4989,2018-03-12 14:41:34,28574,Male,Web,Member,Auto & Accessories,Car & Bike Care,4.0,118.0,472.0,0.3,14.4,13.0,1.4,High,Credit_Card
4990,2018-07-30 00:16:31,43323,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,155.0,139.5,15.5,High,Credit_Card
4991,2018-07-15 17:29:04,36708,Female,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,36.0,32.4,3.6,Medium,Credit_Card
4992,2018-09-08 23:05:55,27461,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,54.0,48.6,5.4,Medium,Credit_Card
4993,2018-11-09 17:08:30,57621,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.3,28.3,25.5,2.8,Medium,Credit_Card
4994,2018-11-15 17:13:07,58653,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,5.0,231.0,1155.0,0.3,116.4,104.80000000000001,11.6,Medium,Credit_Card
4995,2018-09-30 13:32:47,59269,Male,Web,Member,Auto & Accessories,Car Media Players,5.0,140.0,700.0,0.3,32.0,28.8,3.2,High,Credit_Card
4996,2018-06-10 20:50:19,51605,Female,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,120.5,108.5,12.0,Critical,Credit_Card
4997,2018-06-22 22:26:08,55209,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.1,33.5,30.2,3.3,Critical,Money_Order
4998,2018-08-09 13:48:50,16514,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,33.3,29.999999999999996,3.3,Medium,Money_Order
4999,2018-05-24 15:41:46,59220,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.2,160.0,144.0,16.0,Medium,Credit_Card
5000,2018-05-20 12:10:07,22500,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,72.0,64.8,7.2,High,Money_Order
5001,2018-07-29 21:09:26,21377,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,18.0,16.2,1.8,High,Credit_Card
5002,2018-12-21 12:06:28,59696,Male,Web,Member,Auto & Accessories,Car Seat Covers,4.0,114.0,456.0,0.1,29.4,26.5,2.9,High,Credit_Card
5003,2018-05-01 22:42:32,47851,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,5.0,231.0,1155.0,0.1,139.5,125.6,13.9,High,Money_Order
5004,2018-11-08 15:14:17,25693,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,51.6,46.4,5.2,Medium,Credit_Card
5005,2018-02-05 22:14:52,21309,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,118.3,106.5,11.8,High,Credit_Card
5006,2018-08-23 17:19:08,54279,Female,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,31.2,28.099999999999998,3.1,High,Money_Order
5007,2018-06-18 20:30:36,34566,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.1,35.6,32.0,3.6,Medium,Credit_Card
5008,2018-05-04 22:48:55,28413,Male,Web,Guest,Auto & Accessories,Tyre,4.0,250.0,1000.0,0.2,150.0,135.0,15.0,High,Credit_Card
5009,2018-01-19 17:15:44,27383,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.1,36.0,32.4,3.6,High,Credit_Card
5010,2018-06-23 12:41:06,49189,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.2,27.0,24.3,2.7,Critical,Credit_Card
5011,2018-02-03 08:23:32,58789,Male,Web,Member,Auto & Accessories,Car Seat Covers,5.0,114.0,570.0,0.1,28.3,25.5,2.8,High,Money_Order
5012,2018-06-13 16:47:31,41105,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,139.5,125.6,13.9,Medium,Credit_Card
5013,2018-07-12 00:07:11,21531,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.2,51.6,46.4,5.2,High,Money_Order
5014,2018-02-15 08:28:52,17856,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.1,124.7,112.2,12.5,High,Credit_Card
5015,2018-06-29 13:52:14,10103,Female,Web,Guest,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,33.5,30.2,3.3,Critical,Credit_Card
